,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,X....,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
693,49,10,1,20,2,2,19,14,NA,13,19,38,1,-0.36,0,23,1,50,10,20,10,10,0,1,9,9,9,8,5,3,7,2,2,25,Mathematical Finance,8,,,,4,1,3,Philadelphia,19422,62635.00,1,3,2,Entrepreneur,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,4,20,20,20,20,5,15,NA,NA,NA,NA,NA,NA,30,15,15,15,15,10,7,10,10,10,8,NA,NA,NA,NA,NA,1,8,7,7,8,8,4,8,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,15,15,25,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,49,10,1,20,2,2,19,16,NA,15,20,39,0,-0.32,0,24,3,20,20,20,15,15,10,0,5,7,7,7,9,NA,6,3,2,25,Mathematical Finance,8,,,,4,1,3,Philadelphia,19422,62635.00,1,3,2,Entrepreneur,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,4,20,20,20,20,5,15,NA,NA,NA,NA,NA,NA,30,15,15,15,15,10,7,10,10,10,8,NA,NA,NA,NA,NA,0,7,8,7,8,4,5,7,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,15,15,25,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,50,11,1,22,2,2,19,5,NA,6,1,21,0,0.27,0,21,4,12,18,20,16,16,18,0,5,7,7,7,7,6,6,1,2,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,0,5,8,8,NA,NA,NA,7,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,50,11,1,22,2,2,19,7,NA,8,2,22,0,0.12,1,27,1,20,20,20,10,10,20,1,5,6,7,7,7,7,6,6,2,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,0,6,8,7,6,NA,NA,7,7,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,50,11,1,22,2,2,19,3,NA,4,3,23,0,0.05,0,21,4,10,20,40,10,10,10,1,6,6,7,8,8,7,7,5,2,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,0,5,NA,7,6,NA,NA,7,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,50,11,1,22,2,2,19,10,NA,11,4,24,0,-0.12,0,27,2,10,20,20,15,20,15,0,6,8,NA,8,NA,NA,7,7,2,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,1,7,NA,NA,9,NA,NA,8.5,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,50,11,1,22,2,2,19,12,NA,13,5,25,0,0.35,0,25,2,20,20,15,15,15,15,0,9,8,9,8,10,7,8,7,2,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,8,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,50,11,1,22,2,2,19,13,NA,14,6,26,0,0.21,0,23,2,20,20,20,15,15,10,0,7,6,6,7,6,6,8,5,2,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,8,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,50,11,1,22,2,2,19,4,NA,5,7,27,1,-0.23,0,22,3,17,10,18,20,25,10,1,6,5,6,7,8,4,4,4,2,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,1,8,NA,NA,7,NA,6,8,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,50,11,1,22,2,2,19,1,NA,2,8,28,0,NA,0,26,2,NA,NA,NA,NA,NA,NA,0,5,8,9,5,8,6,3,5,2,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,0,6,8,8,7,8,5,7,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,50,11,1,22,2,2,19,9,NA,10,9,29,0,0.54,0,22,2,20,22,18,15,15,10,1,7,7,7,7,7,NA,7,5,2,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,7,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,50,11,1,22,2,2,19,8,NA,9,11,31,1,-0.04,0,24,2,35,10,20,20,10,5,1,9,7,8,9,8,8,9,9,1,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,1,8,8,8,8,8,NA,7,8,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,50,11,1,22,2,2,19,2,NA,3,14,34,0,0.68,0,21,4,30,5,30,15,15,5,0,4,4,6,6,7,4,5,5,2,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,1,7,7,NA,NA,9,NA,7,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,50,11,1,22,2,2,19,6,NA,7,16,36,0,-0.02,0,26,2,20,25,20,15,15,5,0,5,4,8,5,8,3,5,3,2,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,0,7,NA,NA,NA,NA,NA,7,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,50,11,1,22,2,2,19,11,NA,12,17,37,0,0.02,0,27,2,10,10,30,25,10,15,1,6,3,6,8,4,4,5,4,2,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,0,5,NA,NA,NA,NA,NA,7,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,50,11,1,22,2,2,19,14,NA,15,19,38,1,0.41,1,23,1,50,10,20,10,10,0,1,8,8,8,9,9,7,7,6,1,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,8,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,50,11,1,22,2,2,19,16,NA,17,20,39,0,0.02,0,24,3,20,20,20,15,15,10,1,5,6,8,10,8,NA,7,5,2,27,Law,1,,,,1,4,4,Houston,77026,12063.00,6,6,2,lawyer,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,51,12,1,24,2,2,19,7,NA,18,2,22,0,-0.52,0,27,1,20,20,20,10,10,20,0,3,4,5,4,4,2,2,1,2,23,Law,1,,,,2,5,10,Philadelphia,19151,29809.00,1,5,3,Law,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,2,25,10,35,15,0,15,NA,NA,NA,NA,NA,NA,25,5,15,20,30,5,6,8,2,10,2,NA,NA,NA,NA,NA,0,2,2,3,2,2,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,40,5,10,5,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,51,12,1,24,2,2,19,10,NA,2,4,24,0,-0.07,1,27,2,10,20,20,15,20,15,0,6,6,8,7,8,NA,7,7,2,23,Law,1,,,,2,5,10,Philadelphia,19151,29809.00,1,5,3,Law,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,2,25,10,35,15,0,15,NA,NA,NA,NA,NA,NA,25,5,15,20,30,5,6,8,2,10,2,NA,NA,NA,NA,NA,1,7,5,7,6,6,6,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,40,5,10,5,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,51,12,1,24,2,2,19,12,NA,4,5,25,0,0.11,1,25,2,20,20,15,15,15,15,0,6,5,8,7,10,8,6,7,2,23,Law,1,,,,2,5,10,Philadelphia,19151,29809.00,1,5,3,Law,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,2,25,10,35,15,0,15,NA,NA,NA,NA,NA,NA,25,5,15,20,30,5,6,8,2,10,2,NA,NA,NA,NA,NA,0,6,4,7,6,2,2,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,40,5,10,5,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,51,12,1,24,2,2,19,13,NA,5,6,26,0,0.05,1,23,2,20,20,20,15,15,10,0,6,7,6,5,6,6,6,4,2,23,Law,1,,,,2,5,10,Philadelphia,19151,29809.00,1,5,3,Law,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,2,25,10,35,15,0,15,NA,NA,NA,NA,NA,NA,25,5,15,20,30,5,6,8,2,10,2,NA,NA,NA,NA,NA,1,7,3,5,5,3,2,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,40,5,10,5,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,51,12,1,24,2,2,19,4,NA,15,7,27,0,0.2,0,22,3,17,10,18,20,25,10,0,1,2,6,1,6,2,2,3,2,23,Law,1,,,,2,5,10,Philadelphia,19151,29809.00,1,5,3,Law,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,2,25,10,35,15,0,15,NA,NA,NA,NA,NA,NA,25,5,15,20,30,5,6,8,2,10,2,NA,NA,NA,NA,NA,1,8,4,4,7,5,3,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,40,5,10,5,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,51,12,1,24,2,2,19,1,NA,12,8,28,0,NA,1,26,2,NA,NA,NA,NA,NA,NA,1,5,4.5,6,4,5.5,6,4.5,4.5,2,23,Law,1,,,,2,5,10,Philadelphia,19151,29809.00,1,5,3,Law,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,2,25,10,35,15,0,15,NA,NA,NA,NA,NA,NA,25,5,15,20,30,5,6,8,2,10,2,NA,NA,NA,NA,NA,0,6,7,7,3,2,1,5,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,40,5,10,5,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,51,12,1,24,2,2,19,9,NA,1,9,29,0,-0.05,1,22,2,20,22,18,15,15,10,1,6,7,7,4,6,6,6,5,2,23,Law,1,,,,2,5,10,Philadelphia,19151,29809.00,1,5,3,Law,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,2,25,10,35,15,0,15,NA,NA,NA,NA,NA,NA,25,5,15,20,30,5,6,8,2,10,2,NA,NA,NA,NA,NA,0,5,8,5,3,3,3,6,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,40,5,10,5,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,51,12,1,24,2,2,19,15,NA,7,10,30,0,-0.27,1,23,2,10,20,20,20,20,10,0,5,5,5,2,4,3,4,4,2,23,Law,1,,,,2,5,10,Philadelphia,19151,29809.00,1,5,3,Law,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,2,25,10,35,15,0,15,NA,NA,NA,NA,NA,NA,25,5,15,20,30,5,6,8,2,10,2,NA,NA,NA,NA,NA,0,3,5,6,2,6,4,4,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,40,5,10,5,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,51,12,1,24,2,2,19,8,NA,19,11,31,0,-0.35,1,24,2,35,10,20,20,10,5,0,4,6,5,5,5,5,5,4,2,23,Law,1,,,,2,5,10,Philadelphia,19151,29809.00,1,5,3,Law,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,2,25,10,35,15,0,15,NA,NA,NA,NA,NA,NA,25,5,15,20,30,5,6,8,2,10,2,NA,NA,NA,NA,NA,1,7,7,7,4,5,5,6,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,40,5,10,5,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
