"","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","X....","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3"
"8266",547,17,1,34,2,21,22,19,16,4,20,528,0,-0.45,0,29,3,40,10,30,10,10,NA,0,1,1,3,3,3,1,1,1,2,30,"MBA - Private Equity / Real Estate",8,"Oxford University","","",2,1,1,"Milan, Italy","","",2,3,1,"Private Equity - Leveraged Buy-Outs",7,9,6,9,7,8,8,2,2,8,9,4,9,8,9,9,6,5,6,NA,25,20,20,20,0,15,30,10,10,30,10,10,25,20,10,25,15,5,7,9,8,8,8,7,9,9,9,7,0,5,7,7,9,6,3,7,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577",107,14,1,28,2,4,18,7,NA,14,11,86,1,0.52,1,22,2,15,20,20,20,5,20,1,10,7,7,6,6,8,5,2,2,21,"Religion",7,"","","",2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,"Teacher/Professor",2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,19,24,21,23,5,8,NA,NA,NA,NA,NA,NA,22,20,18,23,10,7,7,9,9,9,6,NA,NA,NA,NA,NA,1,8,8,8,7,8,8,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,20,15,20,25,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,9,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5092",344,4,0,7,2,14,18,9,9,14,14,374,0,0.52,0,30,4,50,10,10,10,5,15,0,6,4,5,6,4,5,6,6,NA,26,"International Security Policy - SIPA",13,"Univ of New Mexico","1,060.00","11,424.00",3,1,3,"New Mexico","87,110","28,759.00",3,4,3,"Security Policy - Homeland Defense",9,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,NA,15,15,15,20,20,15,20,10,20,20,10,20,30,10,10,20,10,20,7,7,8,8,9,8,8,9,8,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,2,NA,NA,NA,NA,NA,NA,15,15,20,20,20,10,20,15,15,20,20,10,20,15,15,20,15,15,7,7,8,9,9,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148",83,8,0,15,2,4,18,12,NA,1,14,107,1,0.72,0,21,2,19,24,21,23,5,8,1,9,10,9,8,7,6.5,8,9,2,35,"Economics",8,"","","",3,1,5,"Panama","10,019","",2,6,1,"Economic research",7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3,10,32,20,12,11,15,NA,NA,NA,NA,NA,NA,15,25,10,15,10,25,5,9,9,5,5,NA,NA,NA,NA,NA,1,8,8,8,7,5,8,4,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,NA,NA,NA,10,25,20,15,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,8,9,7,NA,NA,NA,NA,NA,0,0,0,NA,NA,10,30,25,5,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,8,9,7,NA,NA,NA,NA,NA
"8282",548,18,1,36,2,21,22,4,9,18,14,522,0,0.09,1,22,2,10,20,15,20,15,20,0,5,6,5,4,NA,2,2,1.5,2,30,"Business",8,"University of Cologne, Germany","","",2,8,8,"Germany","50,354","",1,6,1,"Management",7,10,8,4,10,3,2,2,5,1,9,6,4,6,7,10,4,1,7,NA,40,10,20,10,0,20,60,0,0,20,0,20,30,20,20,0,10,20,10,10,10,10,10,10,10,10,10,10,0,4,4,7,1,7,1,1,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,30,0,20,30,0,20,40,10,20,10,0,20,60,0,0,20,0,20,30,20,20,0,10,20,8,9,10,10,8,8,7,8,10,7,2,0,0,NA,NA,40,10,20,10,0,20,40,10,20,10,0,20,60,0,0,20,0,20,30,20,20,0,10,20,8,9,9,9,9,8,9,9,9,7
"2433",176,3,0,5,1,8,10,7,7,6,5,188,0,0.43,0,21,2,15.56,11.11,22.22,15.56,20,15.56,0,6,5,7,5,5,7,4,2,2,28,"MBA",8,"","","",4,10,1,"California","92,602","",2,6,3,"Finance",7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,7,NA,13.04,21.74,19.57,17.39,15.22,13.04,8,9,8,8,7,6,18.75,18.75,16.67,18.75,12.5,14.58,6,9,7,8,6,NA,NA,NA,NA,NA,0,7,5,6,8,6,4,4,2,2,4,16.28,20.93,18.6,16.28,11.63,16.28,7,8,8,5,5,3,3,1,NA,NA,NA,NA,NA,NA,15.91,20.45,18.18,15.91,13.64,15.91,8,8,7,7,7,7,19.57,17.39,15.22,17.39,13.04,17.39,7,8,8,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4636",307,15,0,28,2,12,14,10,10,13,2,309,0,0.34,0,32,2,20,20,20,20,10,10,1,10,10,10,10,NA,NA,8,8,NA,27,"Elementary Education",9,"William and Mary","1,340.00","17,808.00",4,1,3,"Virginia","22,003","57,316.00",5,7,2,"Teacher",2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,NA,10,20,20,15,20,15,15,20,20,15,20,10,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,0,4,7,6,7,5,5,6,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,10,20,20,15,20,15,15,20,20,13,17,15,20,20,17,15,13,15,6,8,8,7,7,6,8,7,7,7,0,0,0,NA,NA,13,20,25,12,17,13,16,25,25,7,7,20,15,20,20,15,15,15,20,15,15,20,12,18,4,8,7,8,7,4,8,7,8,7
"2962",211,18,0,35,2,9,20,7,7,4,14,227,0,0.56,1,26,2,20,16,18,16,16,14,0,6,6,6,5,5,5,5,4,2,28,"International Affairs",13,"","","",2,9,1,"Bulgaria","0","",2,4,1,"Humanitarian Affairs/Human Rights",9,9,8,9,10,9,9,5,8,1,9,9,10,10,9,7,10,7,5,NA,16.36,16.36,18.18,18.18,16.36,14.55,8,8,10,10,8,7,16,16,18,20,14,16,7,9,9,9,9,NA,NA,NA,NA,NA,1,7,6,8,8,10,2,8,7,2,2,16.36,18.18,16.36,18.18,16.36,14.55,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,14.81,14.81,18.52,18.52,16.67,16.67,8,8,9,10,9,9,18,16,16,18,16,16,9,9,10,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4876",325,4,0,7,1,13,9,6,6,9,5,336,0,0.63,1,25,3,20,15,30,10,15,10,0,6,8,8,7,5,6,4,3,2,30,"School Psychology",3,"Fordham University","1,160.00","22,170.00",3,2,4,"New York","","",2,6,2,"School Psychologist",3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,6,NA,10,20,20,10,10,30,30,20,10,20,10,10,30,20,10,20,10,10,7,9,7,8,8,7,9,8,7,8,1,6,7,6,8,5,5,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,10,20,20,10,10,30,30,10,10,20,10,20,30,10,10,20,10,20,7,8,8,6,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7262",491,11,1,22,2,19,15,14,12,4,11,476,0,0.6,0,25,2,20,20,20,15,15,10,0,9,5,7,8,6,6,6,5,2,29,"MBA",8,"Rutgers College","1,188.00","11,311.00",3,3,3,"New Jersey","7,201","",2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,NA,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7,6,7,7,7,0,5,6,6,7,6,6,5,5,0,2.5,7,7,7,8,7,7,7,7,7,8,7,8,3,3,40,10,20,20,5,5,30,20,20,20,5,5,40,10,10,20,10,10,30,20,10,20,10,10,8,7,8,8,8,8,6,8,7,7,2,0,0,NA,NA,50,10,10,10,10,10,50,10,10,10,10,10,75,5,5,5,5,5,50,10,10,10,10,10,8,7,6,7,7,9,8,8,8,7
"6595",435,6,0,11,2,17,14,7,7,5,1,440,0,0.1,0,21,2,35,5,30,20,5,5,0,10,8,3,10,10,5,8,10,2,22,"Law",1,"Rutgers University - New Brunswick","1,188.00","11,311.00",1,1,1,"New Jersey","7,726","",1,7,2,"Lawyer",1,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,5,NA,25,5,20,25,15,10,50,2,8,45,1,4,50,1,4,25,10,10,7,9,9,9,9,7,9,10,10,10,1,10,10,10,10,10,10,10,9,1,4,30,10,20,20,10,10,7,9,10,10,10,3,3,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,50,2,3,40,3,2,40,2,3,30,3,2,7,9,10,10,10,7,8,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2483",181,8,0,15,1,8,10,5,5,4,5,188,0,0.4,0,21,2,15.56,11.11,22.22,15.56,20,15.56,1,6,7,5,6,2,5,3,2,2,22,"Sociomedical Sciences- School of Public Health",4,"","","",1,7,8,"Brooklyn, NY","11,217","31,143.00",1,5,5,"academic research",2,3,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6,4,NA,15.38,19.23,19.23,17.31,17.31,11.54,10,7,7,10,9,10,18.87,11.32,16.98,18.87,16.98,16.98,9,9,9,9,9,NA,NA,NA,NA,NA,0,4,4,4,4,4,4,4,4,2,2,15.38,19.23,19.23,19.23,15.38,11.54,8,10,10,10,10,7,1,2,NA,NA,NA,NA,NA,NA,15.69,19.61,17.65,15.69,17.65,13.73,10,9,8,8,8,8,22.73,11.36,11.36,22.73,18.18,13.64,9,9,9,9,9,NA,NA,NA,NA,NA,0,0,0,NA,NA,15.38,17.31,19.23,13.46,19.23,15.38,NA,NA,NA,NA,NA,NA,9,7,7,9,7,9,10,6,6,10,6,NA,9,9,9,9,12,NA,NA,NA,NA,NA
"7849",528,20,0,39,2,21,22,19,19,21,21,551,0,-0.55,0,27,1,40,20,20,20,0,0,0,7,7,7,7,7,7,9,1,1,29,"Social Work",11,"Conneticut College","1,310.00","33,585.00",3,8,7,"NYC","10,029","15,863.00",2,6,1,"Social Worker",11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,NA,40,10,30,10,10,NA,20,30,30,10,10,NA,55,5,10,10,10,10,9,6,8,8,8,9,5,8,8,9,1,6,7,7,6,6,5,6,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,60,5,10,10,0,15,40,10,30,10,10,0,40,5,25,10,5,15,50,0,15,15,5,15,9,8,9,9,9,9,6,9,10,10,0,0,0,0,NA,30,15,20,15,10,10,40,10,20,10,10,0,30,10,10,20,10,20,40,5,15,15,10,15,9,8,9,10,10,9,10,9,10,10
"2350",170,13,1,26,2,7,16,3,6,14,6,147,0,0.43,1,26,4,18,18,20,18,16,10,0,4,7,8,4,6,4,5,5,2,28,"Biochemistry",10,"","","",4,2,1,"India","","",1,5,3,"Physician Scientist",4,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,NA,16.28,20.93,18.6,18.6,13.95,11.63,8,7,7,9,5,7,17.78,15.56,15.56,17.78,20,13.33,7,8,6,9,8,NA,NA,NA,NA,NA,1,7,7,7,6,6,7,6,6,0,NA,18.42,18.42,18.42,15.79,13.16,15.79,6,7,8,6,7,6,1,2,NA,NA,NA,NA,NA,NA,19.51,21.95,17.07,14.63,12.2,14.63,9,7,6,8,8,7,17.5,20,12.5,17.5,12.5,20,6,8,9,5,8,NA,NA,NA,NA,NA,0,0,0,NA,NA,16.28,20.93,20.93,16.28,11.63,13.95,NA,NA,NA,NA,NA,NA,9,5,4,8,8,7,6,7,5,7,9,NA,6,8,9,5,7,NA,NA,NA,NA,NA
"7447",510,2,0,3,2,21,22,12,12,16,15,545,0,0.66,0,24,2,20,20,20,20,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,"Business",8,"Universidad de Chile","","",3,3,3,"Chile","","",2,7,2,"Professor",2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,NA,25,25,25,12,3,10,35,10,15,20,10,10,35,10,10,25,5,15,7,9,6,8,4,7,8,10,4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,60,10,10,10,5,5,30,20,20,10,10,10,30,20,20,10,10,10,30,20,10,20,10,10,7,10,8,6,5,7,9,9,7,7,0,5,1,0,2,40,15,20,10,5,10,40,20,15,15,5,5,40,15,15,10,15,5,40,15,15,20,5,5,7,9,8,6,5,7,8,9,7,6
"138",14,4,1,8,1,1,10,10,NA,8,8,8,1,-0.4,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,8,6,5,6,6,5,5,6,2,23,"Law",1,"","","",2,1,1,"Cincinnati, Ohio","45,243","56,580.00",2,4,1,"Corporate attorney",1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,15,30,5,15,40,5,5,NA,NA,NA,NA,NA,NA,20,15,20,20,5,20,9,9,9,9,9,NA,NA,NA,NA,NA,1,8,8,8,8,8,7,8,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,20,14.29,17.14,22.86,14.29,11.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,9,NA,NA,NA,NA,NA,1,1,0,NA,NA,30,10,20,30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,9,NA,NA,NA,NA,NA
"2079",153,12,0,23,2,7,16,11,11,8,7,164,0,0.35,0,27,2,20.51,23.08,20.51,17.95,2.56,15.38,0,7,8,8,6,NA,6,7,4,2,28,"Modern Chinese Literature",7,"","","",4,1,1,"China","136,300","",2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,NA,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,NA,NA,NA,NA,NA,1,6,6,7,7,NA,6,7,6,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,NA,NA,NA,NA,NA,NA,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,NA,NA,NA,NA,NA,0,2,1,1,NA,11.9,16.67,19.05,16.67,19.05,16.67,NA,NA,NA,NA,NA,NA,7,7,7,6,8,6,9,7,5,6,5,NA,7,7,8,7,7,NA,NA,NA,NA,NA
"4802",318,11,1,21,2,12,14,10,10,8,15,307,0,0.18,0,27,4,10,20,20,15,20,15,0,4,6,7,6,6,5,5,4,2,29,"Business Administration",8,"Harcourt Butler Technological Institute","","",6,1,1,"Ottawa, Canada","","",2,6,1,"Corporate Finance, Asset Management/ Hedge Funds",7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,NA,40,30,10,8,2,10,5,35,35,10,15,0,20,20,10,25,15,10,6,10,6,10,10,2,10,8,3,6,0,6,6,7,6,5,3,6,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947",69,4,1,8,1,3,10,10,NA,4,9,64,0,-0.18,0,27,4,10,25,25,10,10,20,1,7,7,8,6,4,4,7,5,2,28,"MBA",8,"","","",2,2,2,"London, UK","0","",6,6,1,"banker",7,10,7,5,5,3,2,1,3,9,8,2,4,7,6,7,2,1,3,0,50,10,30,10,0,0,NA,NA,NA,NA,NA,NA,20,10,40,20,10,0,5,9,5,8,8,NA,NA,NA,NA,NA,0,4,6,8,4,9,1,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,60,5,15,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,9,5,8,NA,NA,NA,NA,NA,2,0,1,NA,0,50,10,30,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,9,5,8,NA,NA,NA,NA,NA
"845",59,4,0,7,1,3,10,8,NA,4,7,72,0,NA,0,22,2,21,20,19,20,10,10,0,6,7,7,3,5,3,3,3,2,NA,"",NA,"","","",NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,2,2,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",23,3,0,5,2,2,16,3,NA,7,3,42,0,0.41,1,23,4,20,25,20,15,10,10,0,6,10,9,8,9,NA,8,8,2,21,"Psychology",3,"","","",4,9,6,"Hong Kong","0","",1,1,1,"psychologist",3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,NA,NA,NA,NA,NA,NA,40,5,20,20,5,10,5,8,6,7,8,NA,NA,NA,NA,NA,1,6,6,7,6,6,6,6.5,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,NA,NA,NA,NA,NA,NA,10,10,30,20,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,7,6,7,NA,NA,NA,NA,NA,0,0,0,NA,NA,25,10,30,15,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,8,6,8,NA,NA,NA,NA,NA
"2103",154,13,0,25,2,7,16,15,15,3,15,172,1,0.28,1,27,2,17.78,17.78,22.22,20,15.56,6.67,1,7,8,8,5,6,6,6,5,1,27,"MBA",8,"","","",2,8,3,"NYC","22,066","97,857.00",6,4,1,"finance",7,10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,7,NA,15.38,17.31,17.31,17.31,17.31,15.38,9,9,9,9,9,9,16.67,16.67,16.67,16.67,16.67,16.67,8,9,9,9,9,NA,NA,NA,NA,NA,1,9,10,10,10,10,8,8,3,1,NA,16,18,18,18,18,12,8,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,NA,15.38,17.31,17.31,17.31,17.31,15.38,NA,NA,NA,NA,NA,NA,9,9,9,9,9,9,9,9,9,9,9,NA,8,9,9,9,9,NA,NA,NA,NA,NA
"4207",282,10,1,20,2,11,21,5,5,8,7,258,1,0.1,0,25,6,7,35,20,20,5,13,1,7,9,9,8,6,NA,7,5,2,23,"Electrical Engineering",5,"University of North Carolina at Charlotte","1,260.00","13,211.00",1,1,1,"UNCC","","",1,4,3,"enterpreneur",7,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,5,NA,25,15,20,20,10,10,25,15,20,10,20,10,25,15,20,10,20,10,7,9,9,7,10,7,10,9,9,10,1,8,8,8,8,8,7,8,6,0,10,35,10,15,20,5,15,7,7,7,7,7,7,3,3,NA,NA,NA,NA,NA,NA,35,15,10,20,10,10,35,15,10,20,10,10,35,15,10,20,10,10,7,7,7,8,10,7,9,7,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",26,6,0,11,2,2,16,13,NA,14,1,40,0,-0.38,0,25,4,25,20,25,20,10,0,0,8,9,9,8,7,4,3,1,2,23,"Social Work",11,"","","",2,2,4,"California","94,596","43,664.00",1,5,2,"Social work with children",9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20,20,20,15,15,10,NA,NA,NA,NA,NA,NA,25,10,10,25,20,10,7,8,8,8,8,NA,NA,NA,NA,NA,0,2,5,5,3,5,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5289",355,15,0,29,2,14,18,20,20,13,13,373,0,0.44,0,29,3,75,5,5,10,0,5,0,8,9,9,8,8,8,8,10,NA,24,"Clinical Psychology",3,"University of Delaware","1,160.00","14,380.00",2,10,2,"NJ","8,225","",1,4,3,"Clinical Psychologist",3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2,7,NA,50,20,10,5,10,5,50,20,10,5,10,5,60,10,5,20,5,0,6,10,8,8,8,6,6,7,8,8,1,9,8,8,7,8,8,4,7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,NA,NA,NA,NA,NA,NA,50,10,20,10,10,0,50,10,20,10,10,0,60,5,5,20,10,0,6,7,7,8,9,6,6,7,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6527",430,1,0,1,2,17,14,8,8,4,3,442,0,0.15,0,25,2,40,10,0,45,0,5,1,5,7,3,3,3,0,6,8,2,22,"Elementary Education - Preservice",9,"UC Irvine","","15,260.00",4,3,10,"California","94,539","65,498.00",1,6,2,"Elementary school teacher",2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,5,NA,10,25,15,20,15,15,25,20,10,30,10,5,25,10,10,30,10,15,5,8,8,5,8,5,8,6,9,9,0,5,7,8,6,8,1,4,1,2,0,10,25,10,20,15,20,5,8,5,9,8,4,1,2,10,25,10,25,10,20,10,25,15,20,10,20,20,20,15,25,10,10,25,25,10,25,10,5,5,8,5,9,8,5,9,6,9,9,0,0,0,NA,NA,10,25,15,20,10,20,10,30,10,15,10,25,20,20,10,25,15,10,20,20,15,20,15,10,5,8,5,9,7,6,9,7,9,8
